MAWB,FWB_Status,FWB_Received_In_Time,FWB_Correct,LAT_Status,LAT_Received_In_Time,LAT_Correct,RCS_Status,RCS_Received_In_Time,RCS_Correct,DEP_Status,DEP_Received_In_Time,DEP_Correct,ARR_Status,ARR_Received_In_Time,ARR_Correct,RCF_Status,RCF_Received_In_Time,RCF_Correct,NFD_Status,NFD_Received_In_Time,NFD_Correct
MAWB124240,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124241,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124242,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124243,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124244,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
MAWB124245,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB124246,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB124247,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124248,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124249,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124250,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB124251,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MAWB124252,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB124253,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124254,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124255,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124256,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124257,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
MAWB124258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124259,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124260,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124261,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
MAWB124262,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0
MAWB124263,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1
MAWB124264,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124265,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
MAWB124266,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
MAWB124267,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124268,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124269,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124270,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB124271,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124272,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124273,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124274,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124275,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
MAWB124277,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124278,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124279,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124280,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124281,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124282,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
MAWB124283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124284,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124286,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124287,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124288,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
MAWB124289,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB124290,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
MAWB124293,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
MAWB124294,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124296,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124297,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124298,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1
MAWB124299,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124301,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124302,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124303,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124304,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124305,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
MAWB124306,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
MAWB124307,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124308,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124309,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124310,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
MAWB124311,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124312,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124313,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124314,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124315,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124316,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124317,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
MAWB124318,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124319,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124320,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124321,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124322,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124323,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124324,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
MAWB124325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124326,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124327,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124328,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
MAWB124329,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124330,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1
MAWB124331,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124332,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124333,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124334,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124335,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124336,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124337,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124338,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124339,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124340,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124341,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
MAWB124342,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124343,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124344,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124345,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124347,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124348,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124349,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124350,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124351,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124352,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124353,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124354,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
MAWB124355,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
MAWB124356,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
MAWB124357,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124358,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
MAWB124359,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
MAWB124360,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124361,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB124362,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124363,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124364,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124365,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124366,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
MAWB124367,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124368,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB124369,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
MAWB124370,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124371,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
MAWB124372,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
MAWB124373,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124374,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
MAWB124375,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124376,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124377,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124378,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124379,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124380,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124381,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124383,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
MAWB124384,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124385,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB124386,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124387,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124388,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB124389,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124390,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124391,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
MAWB124392,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
MAWB124393,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124394,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124395,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124396,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124397,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
MAWB124398,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124399,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124400,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB124401,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB124402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB124404,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124405,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124406,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124407,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124408,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB124409,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124410,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124411,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124412,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
MAWB124413,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124414,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124415,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124416,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124417,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124418,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124419,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124420,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124421,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
MAWB124422,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124423,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
MAWB124424,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1
MAWB124425,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124426,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
MAWB124427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124428,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB124429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124430,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
MAWB124431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124432,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB124433,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
MAWB124434,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
MAWB124436,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124437,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB124438,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124439,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124440,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124442,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124443,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124444,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB124445,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124446,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124448,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
MAWB124449,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB124450,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124451,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
MAWB124452,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB124453,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1
MAWB124454,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB124455,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124456,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
MAWB124457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124458,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB124459,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124460,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124461,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124462,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124463,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124464,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124466,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
MAWB124467,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124468,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124469,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124470,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124471,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124472,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124473,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124474,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124475,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB124476,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124477,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124478,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124479,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124480,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0
MAWB124481,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
MAWB124482,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
MAWB124483,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124484,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124485,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124486,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
MAWB124488,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124489,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB124490,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124491,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
MAWB124492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124493,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124494,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB124495,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124496,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB124497,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124498,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124499,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124500,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124501,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB124502,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
MAWB124503,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124504,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB124505,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
MAWB124506,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
MAWB124507,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124508,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB124509,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1
MAWB124510,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1
MAWB124511,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
MAWB124513,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB124514,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124515,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB124516,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124518,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB124520,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
