MAWB,Carrier_Code,Departure_Year_Month,Export_Main_Office_Company,Export_Main_Office_Branch,Carrier_Service_Level,Trade_Lane_A2A,Departure_Airport_Location,Destination_Airport_Location,Service_Type,Vertical,Commodity,Interline_Shipment,Chargeable_Weight,Handling_Notes
MAWB121656,UA,2025-03,FR,FRCDG,ECO,CDG-PVG,CDG,PVG,DGR,Automotive,Gearboxes,N,2472.8,
MAWB121657,EK,2025-08,AE,AEDXB,PRM,DXB-SIN,DXB,SIN,GEN,Retail,Consumer Electronics,N,99.1,
MAWB121658,BA,2025-07,GB,GBMAN,PRM,MAN-BKK,MAN,BKK,GEN,Retail,Consumer Electronics,N,4845.3,Shipment moved as planned
MAWB121659,DL,2025-04,FR,FRCDG,PRM,CDG-FRA,CDG,FRA,EXP,Perishables,Fish,N,3770.2,Shipment moved as planned
MAWB121660,UA,2025-10,US,USATL,GEN,ATL-PVG,ATL,PVG,GEN,Automotive,Car Parts,Y,836.3,
MAWB121661,UA,2025-02,FR,FRCDG,ECO,CDG-AMS,CDG,AMS,DGR,Automotive,Tyres,Y,1741.3,Shipment moved as planned
MAWB121662,SQ,2025-09,GB,GBLHR,DIM,LHR-GRU,LHR,GRU,GEN,Retail,Homeware,N,844.8,Standard handling completed
MAWB121663,BA,2025-06,GB,GBMAN,DGR,MAN-SYD,MAN,SYD,GEN,Aerospace,Aircraft Parts,N,3844.8,FWB docs missing - reissued before departure
MAWB121664,CX,2025-08,GB,GBMAN,DGR,MAN-AMS,MAN,AMS,DGR,Pharma,Vaccines,Y,341.5,No issues reported
MAWB121665,AF,2025-06,GB,GBLHR,DIM,LHR-SYD,LHR,SYD,EXP,Perishables,Fish,Y,4210,Standard handling completed
MAWB121666,AF,2025-09,NL,NLAMS,GEN,AMS-PVG,AMS,PVG,GEN,Pharma,Laboratory Samples,Y,4713.9,No issues reported
MAWB121667,DL,2025-08,NL,NLAMS,DIM,AMS-SYD,AMS,SYD,DGR,Perishables,Fruit,Y,3399.3,
MAWB121668,BA,2025-02,NL,NLAMS,DGR,AMS-SIN,AMS,SIN,EXP,Retail,Clothing,Y,1104.2,No issues reported
MAWB121669,LH,2025-07,AE,AEDXB,DIM,DXB-JFK,DXB,JFK,DGR,Automotive,Tyres,N,1832.4,Cargo mislabelled at origin warehouse - relabelling required for automotive parts
MAWB121670,EK,2025-06,US,USATL,GEN,ATL-PVG,ATL,PVG,EXP,Aerospace,Aircraft Parts,N,2412.3,
MAWB121671,AF,2025-07,GB,GBBHX,PRM,BHX-SYD,BHX,SYD,DGR,Perishables,Vegetables,N,3042.9,Cold chain vehicle breakdown caused late arrival of perishable cargo
MAWB121672,CX,2025-08,AE,AEDXB,XPS,DXB-ICN,DXB,ICN,GEN,Pharma,Vaccines,Y,3359.9,
MAWB121673,BA,2025-06,GB,GBBHX,DGR,BHX-DXB,BHX,DXB,EXP,Aerospace,Avionics,Y,2793.4,Flight delay due to weather at origin
MAWB121674,BA,2025-11,NL,NLAMS,DIM,AMS-ATL,AMS,ATL,GEN,Retail,Clothing,N,1789,Offloaded due to capacity constraints - moved to next flight
MAWB121675,SQ,2025-01,GB,GBBHX,PRM,BHX-DXB,BHX,DXB,EXP,Pharma,Laboratory Samples,N,4460,Incorrect AWB details corrected before departure
MAWB121676,CX,2025-10,AE,AEDXB,XPS,DXB-ICN,DXB,ICN,GEN,Automotive,Gearboxes,N,452.9,No issues reported
MAWB121677,EK,2025-12,US,USATL,PRM,ATL-BKK,ATL,BKK,EXP,Perishables,Vegetables,Y,2358,
MAWB121678,LH,2025-08,US,USATL,PRM,ATL-ICN,ATL,ICN,EXP,Retail,Homeware,N,3889,
MAWB121679,EK,2025-01,AE,AEDXB,DIM,DXB-JFK,DXB,JFK,DGR,Perishables,Flowers,Y,351.3,
MAWB121680,SQ,2025-09,GB,GBBRS,ECO,BRS-ICN,BRS,ICN,EXP,Automotive,Engine Components,N,3541.4,Warehouse handling delay - build up completed late
MAWB121681,AF,2025-01,GB,GBMAN,PRM,MAN-SIN,MAN,SIN,DGR,Automotive,Gearboxes,Y,4107.6,Shipment processed normally
MAWB121682,CX,2025-05,SG,SGSIN,DGR,SIN-DXB,SIN,DXB,GEN,Automotive,Car Parts,Y,3321.1,OEM supplier delivered gearboxes late - missed acceptance cut-off
MAWB121683,EK,2025-12,US,USATL,PRM,ATL-NRT,ATL,NRT,GEN,Perishables,Flowers,N,114,Shipment processed normally
MAWB121684,CX,2025-12,SG,SGSIN,XPS,SIN-DXB,SIN,DXB,DGR,Perishables,Flowers,Y,941.7,Standard handling completed
MAWB121685,UA,2025-03,GB,GBBHX,PRM,BHX-SYD,BHX,SYD,GEN,Perishables,Vegetables,N,1743.5,Standard handling completed
MAWB121686,CX,2025-09,US,USATL,PRM,ATL-JFK,ATL,JFK,EXP,Perishables,Vegetables,Y,1206.8,
MAWB121687,CX,2025-03,AE,AEDXB,PRM,DXB-NRT,DXB,NRT,EXP,Aerospace,Maintenance Kits,Y,4815.1,FWB docs missing - reissued before departure
MAWB121688,CX,2025-12,AE,AEDXB,XPS,DXB-NRT,DXB,NRT,GEN,Pharma,Vaccines,N,3275.4,Shipment processed normally
MAWB121689,LH,2025-05,DE,DEFRA,GEN,FRA-ICN,FRA,ICN,GEN,Perishables,Vegetables,Y,1520,Shipment moved as planned
MAWB121690,LH,2025-09,SG,SGSIN,DGR,SIN-SYD,SIN,SYD,DGR,Pharma,Vaccines,Y,4652,Minor damage to outer packaging noted on arrival
MAWB121691,UA,2025-04,FR,FRCDG,XPS,CDG-DXB,CDG,DXB,GEN,Pharma,Vaccines,N,3715.9,Shipment moved as planned
MAWB121692,SQ,2025-05,GB,GBBRS,GEN,BRS-AMS,BRS,AMS,GEN,Perishables,Vegetables,N,1458.8,Standard handling completed
MAWB121693,CX,2025-10,GB,GBBHX,XPS,BHX-JNB,BHX,JNB,EXP,Perishables,Fruit,N,1925.5,Standard handling completed
MAWB121694,UA,2025-07,NL,NLAMS,GEN,AMS-LHR,AMS,LHR,EXP,Pharma,Medical Devices,N,1037.2,
MAWB121695,SQ,2025-09,NL,NLAMS,PRM,AMS-HKG,AMS,HKG,EXP,Aerospace,Avionics,Y,4856.8,No issues reported
MAWB121696,BA,2025-11,US,USATL,XPS,ATL-CDG,ATL,CDG,GEN,Retail,Consumer Electronics,N,2610.6,
MAWB121697,AF,2025-04,DE,DEFRA,PRM,FRA-ATL,FRA,ATL,EXP,Retail,Homeware,N,4485.5,No issues reported
MAWB121698,EK,2025-03,AE,AEDXB,GEN,DXB-HKG,DXB,HKG,DGR,Perishables,Fish,Y,1765.2,Late cargo from fruit packer - shelf-life impacted by acceptance delay
MAWB121699,SQ,2025-11,GB,GBBRS,DGR,BRS-AMS,BRS,AMS,EXP,Automotive,Engine Components,N,4311.2,
MAWB121700,EK,2025-10,GB,GBBRS,XPS,BRS-JNB,BRS,JNB,GEN,Perishables,Fruit,N,316.7,Supermarket consignee requested re-delivery - dock congestion at destination
MAWB121701,LH,2025-10,GB,GBLHR,PRM,LHR-FRA,LHR,FRA,EXP,Pharma,Insulin,N,4911.3,Standard handling completed
MAWB121702,SQ,2025-09,NL,NLAMS,ECO,AMS-NRT,AMS,NRT,EXP,Perishables,Flowers,Y,4564.6,Truck driver shortage - fresh produce collected late from packhouse
MAWB121703,UA,2025-10,GB,GBBRS,DIM,BRS-LAX,BRS,LAX,EXP,Perishables,Vegetables,N,1847.9,Standard handling completed
MAWB121704,UA,2025-10,AE,AEDXB,PRM,DXB-SYD,DXB,SYD,DGR,Aerospace,Maintenance Kits,N,3884.9,Warehouse handling delay - build up completed late
MAWB121705,LH,2025-10,GB,GBBRS,GEN,BRS-MEX,BRS,MEX,DGR,Retail,Clothing,N,3773.7,Shipment moved as planned
MAWB121706,AF,2025-04,GB,GBMAN,DGR,MAN-DEL,MAN,DEL,GEN,Retail,Consumer Electronics,N,4511.2,
MAWB121707,CX,2025-06,DE,DEFRA,DGR,FRA-NRT,FRA,NRT,EXP,Aerospace,Avionics,Y,1570.9,No issues reported
MAWB121708,BA,2025-02,GB,GBLHR,ECO,LHR-JNB,LHR,JNB,EXP,Retail,Consumer Electronics,Y,2354.3,Shipment moved as planned
MAWB121709,BA,2025-08,US,USATL,DIM,ATL-JNB,ATL,JNB,GEN,Aerospace,Aircraft Parts,N,4331.7,Security screening issue / additional xray required
MAWB121710,LH,2025-05,GB,GBLHR,GEN,LHR-CDG,LHR,CDG,EXP,Aerospace,Turbine Components,N,3904,
MAWB121711,BA,2025-08,US,USATL,GEN,ATL-MEX,ATL,MEX,GEN,Pharma,Medical Devices,N,1997.7,Standard handling completed
MAWB121712,UA,2025-04,DE,DEFRA,DGR,FRA-NRT,FRA,NRT,DGR,Automotive,Engine Components,N,4236.3,FWB docs missing - reissued before departure
MAWB121713,LH,2025-01,FR,FRCDG,PRM,CDG-MEX,CDG,MEX,EXP,Aerospace,Maintenance Kits,Y,282.4,No issues reported
MAWB121714,SQ,2025-09,US,USATL,PRM,ATL-JFK,ATL,JFK,EXP,Retail,Consumer Electronics,Y,3921.1,Standard handling completed
MAWB121715,LH,2025-03,SG,SGSIN,XPS,SIN-ORD,SIN,ORD,EXP,Pharma,Insulin,Y,1073.5,Weight discrepancy found at acceptance - reweigh of pharmaceutical cargo completed
MAWB121716,AF,2025-03,GB,GBBRS,XPS,BRS-LAX,BRS,LAX,GEN,Pharma,Medical Devices,Y,1466.3,Shipment processed normally
MAWB121717,AF,2025-01,AE,AEDXB,GEN,DXB-JFK,DXB,JFK,DGR,Pharma,Medical Devices,N,2491.4,Standard handling completed
MAWB121718,CX,2025-07,GB,GBBHX,DGR,BHX-ORD,BHX,ORD,DGR,Pharma,Laboratory Samples,N,2276.2,No issues reported
MAWB121719,AF,2025-03,DE,DEFRA,ECO,FRA-HKG,FRA,HKG,EXP,Pharma,Medical Devices,N,2626.8,No issues reported
MAWB121720,BA,2025-07,SG,SGSIN,PRM,SIN-AMS,SIN,AMS,GEN,Perishables,Fruit,Y,2746.6,Shipment processed normally
MAWB121721,EK,2025-03,FR,FRCDG,XPS,CDG-BKK,CDG,BKK,GEN,Pharma,Vaccines,Y,1691.1,Offloaded due to capacity constraints - moved to next flight
MAWB121722,DL,2025-06,FR,FRCDG,XPS,CDG-ICN,CDG,ICN,GEN,Retail,Homeware,N,917.4,
MAWB121723,BA,2025-06,GB,GBBRS,DGR,BRS-ORD,BRS,ORD,GEN,Pharma,Medical Devices,N,3854,Shipment processed normally
MAWB121724,UA,2025-09,AE,AEDXB,ECO,DXB-ICN,DXB,ICN,EXP,Retail,Footwear,Y,2029.9,Customs hold at destination - awaiting clearance
MAWB121725,AF,2025-12,GB,GBBRS,ECO,BRS-LHR,BRS,LHR,DGR,Retail,Homeware,Y,2553.9,Minor damage to outer packaging noted on arrival
MAWB121726,EK,2025-01,SG,SGSIN,PRM,SIN-AMS,SIN,AMS,EXP,Aerospace,Maintenance Kits,N,3241.2,Warehouse handling delay - build up completed late
MAWB121727,UA,2025-07,FR,FRCDG,XPS,CDG-DXB,CDG,DXB,GEN,Retail,Homeware,Y,4552.7,Security screening issue / additional xray required
MAWB121728,AF,2025-10,US,USATL,DIM,ATL-PVG,ATL,PVG,DGR,Pharma,Medical Devices,N,3552.4,Shipment moved as planned
MAWB121729,BA,2025-04,DE,DEFRA,XPS,FRA-LHR,FRA,LHR,GEN,Perishables,Fruit,N,275,No issues reported
MAWB121730,LH,2025-11,FR,FRCDG,DIM,CDG-NRT,CDG,NRT,GEN,Automotive,Tyres,N,4200.9,Standard handling completed
MAWB121731,LH,2025-08,AE,AEDXB,XPS,DXB-DEL,DXB,DEL,GEN,Retail,Clothing,N,4947.3,Shipment processed normally
MAWB121732,AF,2025-02,FR,FRCDG,XPS,CDG-DEL,CDG,DEL,DGR,Automotive,Tyres,Y,2388.8,Import customs inspection triggered - automotive components under review
MAWB121733,LH,2025-10,NL,NLAMS,ECO,AMS-ICN,AMS,ICN,EXP,Pharma,Laboratory Samples,Y,4849.5,
MAWB121734,LH,2025-10,DE,DEFRA,GEN,FRA-GRU,FRA,GRU,GEN,Pharma,Vaccines,Y,2759.3,Shipment processed normally
MAWB121735,SQ,2025-01,SG,SGSIN,ECO,SIN-SYD,SIN,SYD,EXP,Retail,Clothing,N,2325.1,Customs clearance delayed - missing CE certification for electronics
MAWB121736,SQ,2025-01,DE,DEFRA,XPS,FRA-MEX,FRA,MEX,EXP,Pharma,Medical Devices,N,1690.5,No issues reported
MAWB121737,BA,2025-12,FR,FRCDG,ECO,CDG-SYD,CDG,SYD,DGR,Automotive,Car Parts,N,3304.9,No issues reported
MAWB121738,BA,2025-10,SG,SGSIN,XPS,SIN-LHR,SIN,LHR,EXP,Aerospace,Aircraft Parts,N,1187.6,Standard handling completed
MAWB121739,UA,2025-02,FR,FRCDG,DIM,CDG-DXB,CDG,DXB,DGR,Aerospace,Avionics,N,569.4,Shipment moved as planned
MAWB121740,UA,2025-11,US,USATL,GEN,ATL-DEL,ATL,DEL,DGR,Aerospace,Avionics,N,184.8,Security screening issue / additional xray required
MAWB121741,CX,2025-01,FR,FRCDG,XPS,CDG-BKK,CDG,BKK,EXP,Perishables,Fish,N,1497.3,Shipment moved as planned
MAWB121742,EK,2025-01,US,USATL,DIM,ATL-JNB,ATL,JNB,GEN,Perishables,Fruit,Y,2009.1,Standard handling completed
MAWB121743,SQ,2025-04,DE,DEFRA,DGR,FRA-NRT,FRA,NRT,GEN,Pharma,Laboratory Samples,N,2782.8,Shipment processed normally
MAWB121744,AF,2025-09,FR,FRCDG,GEN,CDG-DXB,CDG,DXB,DGR,Perishables,Fish,Y,1499.1,Shipment moved as planned
MAWB121745,SQ,2025-06,FR,FRCDG,XPS,CDG-DEL,CDG,DEL,DGR,Pharma,Vaccines,N,4921.1,Overland transport delay impacted RCS cut-off for pharma shipment
MAWB121746,LH,2025-11,DE,DEFRA,XPS,FRA-DEL,FRA,DEL,EXP,Aerospace,Maintenance Kits,Y,1494.1,Shipment processed normally
MAWB121747,DL,2025-03,DE,DEFRA,DGR,FRA-CDG,FRA,CDG,EXP,Automotive,Engine Components,Y,2232.8,Shipment held due to missing invoice & packing list
MAWB121748,UA,2025-09,NL,NLAMS,DIM,AMS-DEL,AMS,DEL,EXP,Aerospace,Aircraft Parts,N,561.2,Flight delay due to weather at origin
MAWB121749,DL,2025-06,DE,DEFRA,GEN,FRA-CDG,FRA,CDG,EXP,Pharma,Insulin,Y,1340.1,Offloaded due to capacity constraints - moved to next flight
MAWB121750,BA,2025-08,AE,AEDXB,XPS,DXB-CDG,DXB,CDG,DGR,Automotive,Tyres,N,289.2,
MAWB121751,CX,2025-06,NL,NLAMS,GEN,AMS-JNB,AMS,JNB,EXP,Perishables,Flowers,N,2819.6,
MAWB121752,UA,2025-03,NL,NLAMS,XPS,AMS-ORD,AMS,ORD,EXP,Retail,Clothing,Y,3767.8,Standard handling completed
MAWB121753,SQ,2025-05,US,USATL,GEN,ATL-BKK,ATL,BKK,GEN,Perishables,Vegetables,N,1018.8,Shipment processed normally
MAWB121754,AF,2025-04,GB,GBMAN,DGR,MAN-DEL,MAN,DEL,DGR,Retail,Footwear,N,1871.2,
MAWB121755,DL,2025-04,NL,NLAMS,DGR,AMS-FRA,AMS,FRA,GEN,Aerospace,Turbine Components,N,132.3,No issues reported
MAWB121756,SQ,2025-10,GB,GBLHR,GEN,LHR-DXB,LHR,DXB,DGR,Pharma,Medical Devices,N,4205.6,LAT milestone delayed because truck arrived late
MAWB121757,LH,2025-05,GB,GBLHR,XPS,LHR-FRA,LHR,FRA,DGR,Perishables,Fruit,N,3910.8,
MAWB121758,EK,2025-02,NL,NLAMS,GEN,AMS-MEX,AMS,MEX,DGR,Pharma,Medical Devices,Y,363.1,Flight delay due to weather at origin
MAWB121759,SQ,2025-12,US,USATL,PRM,ATL-AMS,ATL,AMS,EXP,Pharma,Laboratory Samples,N,1856.1,Warehouse handling delay - build up completed late
MAWB121760,CX,2025-05,GB,GBLHR,ECO,LHR-AMS,LHR,AMS,EXP,Perishables,Fruit,Y,4778.7,Shipment moved as planned
MAWB121761,UA,2025-06,US,USATL,ECO,ATL-SYD,ATL,SYD,GEN,Perishables,Vegetables,Y,1990.5,Shipment moved as planned
MAWB121762,UA,2025-06,US,USATL,DGR,ATL-PVG,ATL,PVG,GEN,Perishables,Flowers,Y,2654.7,Shipment moved as planned
MAWB121763,SQ,2025-01,DE,DEFRA,PRM,FRA-DXB,FRA,DXB,DGR,Aerospace,Turbine Components,N,1808.5,Temperature excursion reported for pharma cargo
MAWB121764,BA,2025-07,FR,FRCDG,XPS,CDG-SYD,CDG,SYD,DGR,Aerospace,Avionics,N,3000.9,Customs hold at destination - awaiting clearance
MAWB121765,UA,2025-04,NL,NLAMS,XPS,AMS-ORD,AMS,ORD,GEN,Perishables,Fruit,N,4891.9,
MAWB121766,AF,2025-12,GB,GBBRS,XPS,BRS-BKK,BRS,BKK,EXP,Pharma,Medical Devices,Y,4987.6,
MAWB121767,LH,2025-01,GB,GBBHX,DIM,BHX-SIN,BHX,SIN,DGR,Perishables,Flowers,N,3884.8,Phytosanitary inspection triggered at destination for fresh produce
MAWB121768,BA,2025-08,DE,DEFRA,DGR,FRA-SYD,FRA,SYD,DGR,Retail,Consumer Electronics,Y,2051.3,
MAWB121769,LH,2025-05,SG,SGSIN,ECO,SIN-DXB,SIN,DXB,EXP,Pharma,Laboratory Samples,N,2497.4,Shipment moved as planned
MAWB121770,AF,2025-04,NL,NLAMS,DIM,AMS-ICN,AMS,ICN,EXP,Retail,Footwear,N,1815.8,Standard handling completed
MAWB121771,LH,2025-04,GB,GBLHR,ECO,LHR-AMS,LHR,AMS,GEN,Perishables,Fish,Y,4928.6,Shipment moved as planned
MAWB121772,AF,2025-01,GB,GBLHR,XPS,LHR-SYD,LHR,SYD,DGR,Retail,Consumer Electronics,N,3553.4,
MAWB121773,LH,2025-09,GB,GBBHX,ECO,BHX-NRT,BHX,NRT,DGR,Perishables,Fruit,N,2272.2,
MAWB121774,AF,2025-01,NL,NLAMS,XPS,AMS-GRU,AMS,GRU,GEN,Aerospace,Maintenance Kits,N,110,Shipment held due to missing invoice & packing list
MAWB121775,EK,2025-10,FR,FRCDG,PRM,CDG-LAX,CDG,LAX,DGR,Pharma,Vaccines,N,2626.4,Incorrect AWB details corrected before departure
MAWB121776,CX,2025-06,DE,DEFRA,DIM,FRA-LHR,FRA,LHR,GEN,Retail,Homeware,Y,4920.4,Customs hold at destination - awaiting clearance
MAWB121777,CX,2025-09,US,USATL,DGR,ATL-BKK,ATL,BKK,GEN,Pharma,Medical Devices,Y,2639.2,Temperature excursion reported for pharma cargo
MAWB121778,DL,2025-07,GB,GBBRS,ECO,BRS-LHR,BRS,LHR,EXP,Perishables,Vegetables,Y,953,Shipment moved as planned
MAWB121779,BA,2025-07,DE,DEFRA,GEN,FRA-NRT,FRA,NRT,DGR,Aerospace,Avionics,Y,159.4,
MAWB121780,BA,2025-06,GB,GBLHR,DGR,LHR-JNB,LHR,JNB,DGR,Automotive,Car Parts,Y,1805.8,
MAWB121781,SQ,2025-01,DE,DEFRA,PRM,FRA-JFK,FRA,JFK,DGR,Retail,Consumer Electronics,Y,4595.2,Standard handling completed
MAWB121782,DL,2025-11,AE,AEDXB,ECO,DXB-PVG,DXB,PVG,GEN,Pharma,Insulin,Y,4982.9,
MAWB121783,AF,2025-08,NL,NLAMS,PRM,AMS-SYD,AMS,SYD,EXP,Automotive,Gearboxes,Y,4729.6,Standard handling completed
MAWB121784,DL,2025-10,GB,GBMAN,DGR,MAN-SYD,MAN,SYD,GEN,Retail,Clothing,Y,3660.6,
MAWB121785,DL,2025-06,GB,GBMAN,XPS,MAN-SIN,MAN,SIN,DGR,Automotive,Tyres,N,2812.8,
MAWB121786,AF,2025-07,SG,SGSIN,DIM,SIN-LAX,SIN,LAX,EXP,Perishables,Fish,Y,2973.9,Shipment moved as planned
MAWB121787,LH,2025-04,GB,GBLHR,GEN,LHR-JFK,LHR,JFK,EXP,Retail,Homeware,N,2718,Shipment moved as planned
MAWB121788,AF,2025-10,GB,GBLHR,XPS,LHR-ATL,LHR,ATL,EXP,Perishables,Flowers,Y,3549.9,Shipment processed normally
MAWB121789,UA,2025-05,DE,DEFRA,GEN,FRA-ORD,FRA,ORD,DGR,Automotive,Tyres,N,2123.4,Shipment moved as planned
MAWB121790,EK,2025-03,NL,NLAMS,DGR,AMS-JNB,AMS,JNB,GEN,Perishables,Vegetables,Y,3362.6,Minor damage to outer packaging noted on arrival
MAWB121791,SQ,2025-04,SG,SGSIN,DIM,SIN-PVG,SIN,PVG,GEN,Pharma,Vaccines,Y,652,
MAWB121792,AF,2025-05,FR,FRCDG,GEN,CDG-SIN,CDG,SIN,DGR,Perishables,Fruit,N,1365.2,
MAWB121793,SQ,2025-10,GB,GBMAN,PRM,MAN-JFK,MAN,JFK,EXP,Pharma,Medical Devices,N,4188.2,
MAWB121794,UA,2025-03,GB,GBMAN,XPS,MAN-AMS,MAN,AMS,GEN,Retail,Footwear,N,4523.6,RCF milestone not updated on time
MAWB121795,EK,2025-09,US,USATL,XPS,ATL-LHR,ATL,LHR,GEN,Aerospace,Turbine Components,Y,2718.1,
MAWB121796,BA,2025-12,DE,DEFRA,GEN,FRA-SYD,FRA,SYD,GEN,Perishables,Fruit,N,206.6,No issues reported
MAWB121797,UA,2025-01,GB,GBBHX,ECO,BHX-JFK,BHX,JFK,DGR,Aerospace,Avionics,N,4638.5,
MAWB121798,CX,2025-10,GB,GBLHR,DIM,LHR-LAX,LHR,LAX,GEN,Aerospace,Turbine Components,N,3525.2,RCF milestone not updated on time
MAWB121799,EK,2025-05,NL,NLAMS,XPS,AMS-LAX,AMS,LAX,EXP,Perishables,Vegetables,Y,2099.4,Standard handling completed
MAWB121800,EK,2025-05,GB,GBLHR,PRM,LHR-SIN,LHR,SIN,GEN,Aerospace,Avionics,N,3012,Shipment moved as planned
MAWB121801,AF,2025-02,GB,GBBHX,PRM,BHX-JNB,BHX,JNB,GEN,Automotive,Engine Components,Y,2177.4,
MAWB121802,UA,2025-10,US,USATL,GEN,ATL-NRT,ATL,NRT,EXP,Perishables,Flowers,Y,2353.4,Warehouse handling delay - build up completed late
MAWB121803,CX,2025-12,AE,AEDXB,DGR,DXB-ATL,DXB,ATL,DGR,Retail,Consumer Electronics,Y,4439.7,Standard handling completed
MAWB121804,AF,2025-10,NL,NLAMS,DGR,AMS-FRA,AMS,FRA,GEN,Perishables,Flowers,Y,847.4,No issues reported
MAWB121805,DL,2025-10,GB,GBLHR,DGR,LHR-LAX,LHR,LAX,EXP,Aerospace,Avionics,Y,563.2,
MAWB121806,BA,2025-06,SG,SGSIN,XPS,SIN-DEL,SIN,DEL,GEN,Aerospace,Maintenance Kits,N,63.5,
MAWB121807,DL,2025-06,GB,GBBHX,XPS,BHX-PVG,BHX,PVG,EXP,Perishables,Fish,N,1604.3,Shipment moved as planned
MAWB121808,CX,2025-05,NL,NLAMS,XPS,AMS-LAX,AMS,LAX,GEN,Perishables,Fish,N,779.7,No issues reported
MAWB121809,LH,2025-03,GB,GBMAN,GEN,MAN-BKK,MAN,BKK,DGR,Retail,Footwear,N,1138.9,"Cargo arrived late at warehouse, truck delay"
MAWB121810,SQ,2025-08,NL,NLAMS,GEN,AMS-FRA,AMS,FRA,GEN,Perishables,Flowers,N,105.6,
MAWB121811,AF,2025-05,SG,SGSIN,XPS,SIN-DEL,SIN,DEL,DGR,Retail,Homeware,N,1174.6,No issues reported
MAWB121812,SQ,2025-03,GB,GBBHX,GEN,BHX-AMS,BHX,AMS,EXP,Pharma,Medical Devices,N,1696.9,No issues reported
MAWB121813,BA,2025-04,AE,AEDXB,DIM,DXB-AMS,DXB,AMS,DGR,Aerospace,Avionics,N,206.3,Origin customs delay - EASA export certificate not yet available
MAWB121814,CX,2025-10,AE,AEDXB,ECO,DXB-CDG,DXB,CDG,GEN,Pharma,Insulin,N,3059.1,
MAWB121815,DL,2025-01,GB,GBBHX,XPS,BHX-DXB,BHX,DXB,EXP,Automotive,Tyres,N,2865.6,No issues reported
MAWB121816,CX,2025-11,GB,GBMAN,ECO,MAN-SIN,MAN,SIN,DGR,Pharma,Vaccines,N,530.3,Standard handling completed
MAWB121817,CX,2025-08,GB,GBLHR,PRM,LHR-FRA,LHR,FRA,GEN,Aerospace,Turbine Components,Y,2995.3,Shipment processed normally
MAWB121818,CX,2025-07,GB,GBMAN,PRM,MAN-SYD,MAN,SYD,GEN,Perishables,Fish,Y,4993.3,
MAWB121819,DL,2025-11,SG,SGSIN,DGR,SIN-JNB,SIN,JNB,EXP,Aerospace,Turbine Components,Y,4725.1,Standard handling completed
MAWB121820,LH,2025-04,FR,FRCDG,XPS,CDG-LAX,CDG,LAX,GEN,Pharma,Medical Devices,N,63.2,Shipment processed normally
MAWB121821,SQ,2025-08,AE,AEDXB,GEN,DXB-ATL,DXB,ATL,GEN,Automotive,Engine Components,Y,3987.1,Standard handling completed
MAWB121822,UA,2025-09,AE,AEDXB,XPS,DXB-NRT,DXB,NRT,EXP,Retail,Footwear,Y,1800.3,Standard handling completed
MAWB121823,LH,2025-05,AE,AEDXB,DIM,DXB-ICN,DXB,ICN,DGR,Pharma,Vaccines,Y,365.1,Incorrect AWB details corrected before departure
MAWB121824,LH,2025-03,US,USATL,GEN,ATL-PVG,ATL,PVG,EXP,Aerospace,Aircraft Parts,N,1515.1,Standard handling completed
MAWB121825,AF,2025-03,AE,AEDXB,DIM,DXB-ATL,DXB,ATL,GEN,Aerospace,Turbine Components,N,1642.6,
MAWB121826,SQ,2025-08,GB,GBLHR,XPS,LHR-MEX,LHR,MEX,DGR,Aerospace,Turbine Components,N,2640.1,Shipment moved as planned
MAWB121827,BA,2025-09,DE,DEFRA,XPS,FRA-SIN,FRA,SIN,GEN,Pharma,Medical Devices,N,3322.4,
MAWB121828,BA,2025-02,GB,GBBHX,XPS,BHX-GRU,BHX,GRU,GEN,Retail,Clothing,Y,3757.8,Late cargo from fashion supplier - missed departure cut-off
MAWB121829,DL,2025-04,US,USATL,XPS,ATL-JNB,ATL,JNB,EXP,Retail,Footwear,Y,1267.2,Shipment processed normally
MAWB121830,CX,2025-04,DE,DEFRA,XPS,FRA-MEX,FRA,MEX,EXP,Retail,Consumer Electronics,Y,1642.8,Shipment moved as planned
MAWB121831,DL,2025-01,SG,SGSIN,GEN,SIN-NRT,SIN,NRT,DGR,Retail,Homeware,Y,1576.5,Standard handling completed
MAWB121832,SQ,2025-10,GB,GBMAN,DGR,MAN-ICN,MAN,ICN,DGR,Retail,Footwear,Y,1845.5,
MAWB121833,AF,2025-03,SG,SGSIN,DIM,SIN-FRA,SIN,FRA,GEN,Automotive,Engine Components,Y,4998.3,Customer requested delivery change after ARR
MAWB121834,DL,2025-12,GB,GBBHX,GEN,BHX-MEX,BHX,MEX,GEN,Perishables,Flowers,Y,3900.8,Shipment processed normally
MAWB121835,SQ,2025-03,SG,SGSIN,PRM,SIN-HKG,SIN,HKG,EXP,Perishables,Fish,Y,4876.2,Shipment processed normally
MAWB121836,UA,2025-03,US,USATL,ECO,ATL-DEL,ATL,DEL,DGR,Aerospace,Maintenance Kits,Y,3480.9,
MAWB121837,CX,2025-07,NL,NLAMS,DIM,AMS-GRU,AMS,GRU,EXP,Pharma,Laboratory Samples,N,2061,Shipment held due to missing invoice & packing list
MAWB121838,CX,2025-03,DE,DEFRA,PRM,FRA-AMS,FRA,AMS,GEN,Perishables,Vegetables,Y,1979.2,Shipment processed normally
MAWB121839,AF,2025-09,SG,SGSIN,DGR,SIN-CDG,SIN,CDG,DGR,Retail,Homeware,Y,2468.5,
